,vx_px,vy_px,vx,vy
0,150.49143925670705,-167.86185940513064,54.86667056234111,-61.19963624145388
1,203.92069745997333,81.68580769552818,74.34608761561528,29.781284055661317
2,83.70961308336973,80.98657093471502,30.519129769978548,29.52635398661485
3,74.86075949367205,114.23400615806031,27.292985232067934,41.647814745126155
4,138.52124785064802,-210.87202161631126,50.50253827888209,-76.88042454761347
5,182.98876404493853,11.152140904951011,66.7146535580505,4.065884704930056
6,10.96721311475676,19.098360655740407,3.9984631147550687,6.9629439890720235
7,137.50409165302926,-381.1292962356765,50.131700081833586,-138.9533892525904
8,63.21788258413335,-33.765659543109905,23.048186358798617,-12.310396708425486
9,141.0112359550601,151.97480422199533,51.410346441948995,55.4074807059358
10,157.2885375494036,-137.64163372858775,57.34477931488673,-50.18184563021428
11,219.70873786407765,7.381582818475181,80.10214401294498,2.691202069235743
12,60.898847631244735,-18.092189500639506,22.202704865557976,-6.596110755441487
13,230.9132717052978,123.06498815440591,84.18713030922315,44.86744359796049
14,-140.15873015873012,275.58730158730214,-51.099537037037024,100.47453703703724
15,80.29497741164164,-87.34520329524571,29.274210514661014,-31.844605368058332
16,286.3303713830044,19.605377079061554,104.391281233387,7.147793726741192
17,56.666666666667425,-63.44086021505518,20.6597222222225,-23.12948028673887
18,-42.14642799548642,72.90437026285986,-15.365885206687757,26.57971832500099
19,204.51550895587388,153.21188291830936,74.56294597349569,55.85849898063362
20,-25.511346890659752,-100.10020630710301,-9.301011887219701,-36.49486688279797
21,290.3382774926263,-9.256355332821613,105.85249700252,-3.3747128817578798
22,-92.96945193171496,-105.09433962264097,-33.895112683437745,-38.315644654087855
23,-73.92241379310008,116.72413793103487,-26.950880028734403,42.555675287356465
24,213.34151192401237,89.93958995520074,77.7807595556295,32.79047550450027
25,-121.96223316912892,-156.20689655172555,-44.46539750957825,-56.95043103448327
26,-100.29761904761926,3.095238095240802,-36.56684027777786,1.128472222223209
27,234.27380827841148,-65.87544024828048,85.41232593483751,-24.017087590518926
28,-18.931599773885637,-126.57998869417497,-6.902145750895805,-46.14895421141796
29,-237.68996960486447,172.75582573454926,-86.65780141844017,62.98389479905442
30,221.0289628471446,84.63926736654003,80.58347603802147,30.858066227384384
31,-213.3793500143804,113.13776243888242,-77.79455469274285,41.24814255584255
32,-158.7302596714352,-27.868574456811075,-57.87040717187741,-10.160417770712371
33,115.54947560419578,212.46694026447813,42.12741298069638,77.46190530475765
34,-175.54587591444715,-10.772323672309767,-64.00110059380886,-3.9274096721962692
35,212.73136773136798,-73.77149877150146,77.55831115206124,-26.895858927109906
36,-36.65798158763096,-191.63800590585424,-13.364889120490453,-69.86802298650936
37,32.943191125009434,-115.28553346735066,12.010538430993023,-42.03118407663826
38,13.578431372549744,11.0723039215668,4.950469771242094,4.036777471404562
39,-240.1165354330692,116.18792650918749,-87.54248687663981,42.36018153980794
40,157.35872235872534,62.42014742015158,57.370367526618615,22.75734541359693
41,30.693069306930738,86.13861386138637,11.190181518151832,31.404702970297116
42,-63.41881380651387,74.88940204180949,-23.121442533624847,27.303427827743043
43,-374.61111111111165,215.21527777777692,-136.57696759259278,78.46390335648117
44,-209.0634146341472,-48.21788617886341,-76.22103658536616,-17.579437669377285
45,195.23351803686296,-47.047382110142735,71.17888678427295,-17.152691394322872
46,-40.36363636363717,-131.94239423942463,-14.715909090909385,-48.10399789979023
47,-70.77679538073028,-33.945326596896166,-25.804039982557914,-12.37590032178506
48,161.0769230769239,-177.1868131868098,58.72596153846183,-64.59935897435773
49,229.5923141186296,35.74101921470515,83.7055311890837,13.030579922027918
50,-288.2508710801369,4.522648083625427,-105.09146341463324,1.6488821138217702
51,109.1003132818912,115.8264123967092,39.776155884022835,42.22837951963356
52,-97.83861082737303,-30.774259448415933,-35.67032686414642,-11.219782090568309
53,-246.68291453063034,202.40020169762147,-89.93647925595897,73.79174020225783
54,201.93984962406148,126.796992481203,73.62390350877241,46.228070175438596
55,-63.25301204819425,9.776247848535604,-23.060993975904154,3.564257028111939
56,-268.27454110136046,-75.08539505187628,-97.80842644320433,-27.374883612663226
57,208.45896147403892,-63.0678645754017,76.00066303741002,-22.993492293115203
58,4.349598098040701,173.51522698969575,1.5857909732440056,63.26075983999324
59,48.13421998012586,-206.42054574638792,17.54893436775422,-75.25749063670392
60,62.10955961331706,-72.58109559613331,22.64411027568851,-26.461857769423602
61,-37.25203845685826,-168.27552634781568,-13.581472354062907,-61.3504523143078
62,-273.2440498966844,128.40437743935354,-99.62022652483284,46.81409594143098
63,145.08771929824206,104.7155768208404,52.896564327484086,38.17755404926473
64,-86.36575545666574,406.8044077135005,-31.487515010242717,148.31410697888037
65,-1.5319727891142065,-84.64761904761986,-0.5585317460312211,-30.861111111111406
66,-223.28986263258457,138.81759693966046,-81.40776241812979,50.61058221758454
